text,date,source,month,year,BRIscore,BRIsentiment,tokenized_text
so basically pakistan just sold their ports for a chinese loanhahahahahahalmfao china is bold trying to setup navy bases in the indian ocean lmfaochina is trying to setup up strategically for war this will be the end of china and russia this is going to be the start of ww3,2021-03-17T15:18:05Z,youtube,3,2021,0,Neutral,"['basically', 'pakistan', 'sold', 'port', 'chinese', 'loanhahahahahahalmfao', 'china', 'bold', 'trying', 'setup', 'navy', 'base', 'indian', 'ocean', 'lmfaochina', 'trying', 'setup', 'strategically', 'war', 'end', 'china', 'russia', 'going', 'start', 'ww3']"
the same criticism has been lodged against the international monetary fund and world bank that it uses debt to gain assets and control,2021-03-17T13:49:54Z,youtube,3,2021,-0.0772,Negative,"['criticism', 'lodged', 'against', 'international', 'monetary', 'fund', 'world', 'bank', 'us', 'debt', 'gain', 'asset', 'control']"
indian news channel are very envious of china takings over the world  can39t stop reality with envy and hatred  face with tears of joy,2021-03-17T13:38:55Z,youtube,3,2021,0,Neutral,"['indian', 'news', 'channel', 'envious', 'china', 'taking', 'world', 'can39t', 'stop', 'reality', 'with', 'envy', 'hatred', 'face', 'with', 'tear', 'joy']"
do barrow more the hmm you can pay back,2021-03-17T13:10:30Z,youtube,3,2021,0,Neutral,"['barrow', 'hmm', 'pay', 'back']"
indian news is quickly surpassing anything i see in canada us uk and ireland keep up the good work,2021-03-17T12:54:13Z,youtube,3,2021,0,Neutral,"['indian', 'news', 'quickly', 'surpassing', 'anything', 'see', 'canada', 'u', 'uk', 'ireland', 'keep', 'good', 'work']"
the silkroute is meant to promote trade and friendship it is not to dominate  your are very wrong in your report on china unlike usa the military is not involved,2021-03-17T12:40:08Z,youtube,3,2021,0,Neutral,"['silkroute', 'meant', 'promote', 'trade', 'friendship', 'not', 'dominate', 'wrong', 'report', 'china', 'unlike', 'usa', 'military', 'not', 'involved']"
all of this is because china has all the money to bribe all the leaders of this weak democracy nationsbrlearn from png no need to pay back the loan and kick china out it is unnecessary simply because it is debt trap loan by china so its china fault,2021-03-17T11:47:30Z,youtube,3,2021,-0.9265,Negative,"['china', 'money', 'bribe', 'leader', 'weak', 'democracy', 'nationsbrlearn', 'png', 'no', 'need', 'pay', 'back', 'loan', 'kick', 'china', 'unnecessary', 'simply', 'debt', 'trap', 'loan', 'china', 'china', 'fault']"
bts gdp,2021-03-17T11:10:58Z,youtube,3,2021,0,Neutral,"['bts', 'gdp']"
as soon all those powerful nations and ther kings or rulers get united every other nation will emerged into the one world order system  this will working systematically  technologically socially economically  financially  religiously this thing is going to happen very son  satan is working these men jesus chrst is lord over them all  you believed and trust on the lord jesus christ and thou shall be saved and thou house,2021-03-17T09:15:13Z,youtube,3,2021,0,Neutral,"['soon', 'powerful', 'nation', 'ther', 'king', 'ruler', 'get', 'united', 'every', 'nation', 'emerged', 'one', 'world', 'order', 'system', 'working', 'systematically', 'technologically', 'socially', 'economically', 'financially', 'religiously', 'thing', 'going', 'happen', 'son', 'satan', 'working', 'men', 'jesus', 'chrst', 'lord', 'believed', 'trust', 'lord', 'jesus', 'christ', 'thou', 'shall', 'saved', 'thou', 'house']"
china news station,2021-03-17T07:31:02Z,youtube,3,2021,0,Neutral,"['china', 'news', 'station']"
it is good to have the bri some people are just envious so what they do slandering and bitching around the bri is a flag to bind asia one big asian country who can39t even build enough toilet for the people can only slander china with agony deep inside them,2021-03-17T04:39:09Z,youtube,3,2021,-0.4767,Negative,"['good', 'bri', 'people', 'envious', 'slandering', 'bitching', 'around', 'bri', 'flag', 'bind', 'asia', 'one', 'big', 'asian', 'country', 'can39t', 'even', 'build', 'enough', 'toilet', 'people', 'slander', 'china', 'with', 'agony', 'deep', 'inside']"
what about china investment in india recently signed 5g contract on loans,2021-03-17T04:30:12Z,youtube,3,2021,0,Neutral,"['china', 'investment', 'india', 'recently', 'signed', '5g', 'contract', 'loan']"
love this fresh and direct approach to actual news,2021-03-17T03:36:59Z,youtube,3,2021,0,Neutral,"['love', 'fresh', 'direct', 'approach', 'actual', 'news']"
debt trap colonialism,2021-03-17T01:25:22Z,youtube,3,2021,-0.5859,Negative,"['debt', 'trap', 'colonialism']"
my darling palki it is ok for china we have a 35 trillion reserve can39t spend fast enough,2021-03-17T01:06:03Z,youtube,3,2021,0,Neutral,"['darling', 'palki', 'ok', 'china', '35', 'trillion', 'reserve', 'can39t', 'spend', 'fast', 'enough']"
absolutely eloquent palki it39s time for truth to pull the world39s strings,2021-03-16T22:51:04Z,youtube,3,2021,0,Neutral,"['absolutely', 'eloquent', 'palki', 'it39s', 'time', 'truth', 'pull', 'world39s', 'string']"
this is a multi country infrastructure build for trade among those countries everybody has to chip in for their portion of the project expecting china to build it for free for all the countries is a little greedy don39t you think  the leaders of these countries are optimistic and share a grand vision,2021-03-16T21:46:34Z,youtube,3,2021,0,Neutral,"['multi', 'country', 'infrastructure', 'build', 'trade', 'among', 'country', 'everybody', 'chip', 'portion', 'project', 'expecting', 'china', 'build', 'free', 'country', 'little', 'greedy', 'don39t', 'think', 'leader', 'country', 'optimistic', 'share', 'grand', 'vision']"
india and indian media cannot swallow the chinese developement,2021-03-16T14:23:09Z,youtube,3,2021,0,Neutral,"['india', 'indian', 'medium', 'not', 'swallow', 'chinese', 'developement']"
is usa sustainable because you need to see the problem in india  you follow western  for 100 years  even african country are more advanced than india  please tell us how much you get from western politic,2021-03-16T14:15:15Z,youtube,3,2021,0,Neutral,"['usa', 'sustainable', 'need', 'see', 'problem', 'india', 'follow', 'western', '100', 'year', 'even', 'african', 'country', 'advanced', 'india', 'please', 'tell', 'u', 'much', 'get', 'western', 'politic']"
you are absolutely awesome thank you for sharing your knowledge,2021-03-16T13:20:05Z,youtube,3,2021,0,Neutral,"['absolutely', 'awesome', 'thank', 'sharing', 'knowledge']"
made in china is slowly turning into quotowned by chinaquot,2021-03-16T12:19:23Z,youtube,3,2021,0,Neutral,"['made', 'china', 'slowly', 'turning', 'quotowned', 'chinaquot']"
news bollywood style,2021-03-16T12:12:09Z,youtube,3,2021,0,Neutral,"['news', 'bollywood', 'style']"
the belt and road initative is a con job by china to get as many countries as possible to become economically dependent on china and once that39s achieved through corruption and dodgy deals thats when the schoolyard bully has you right where he wants you and rears his ugly head australia has found out recently what  happens when you don39t do what the dictators in beijing want you to do costing billions in tariffs and products blocked because the ccps grand plan is to rule the world economically and with an iron fist and fear the same way it rules it39s people australia has been plagued by chinese spy39s hacking of australian businesses and government departments mainly by chinese hackers  they have saddled poorer countries with debt and when they can39t pay the ccp tell them their demands china wants every other country to respect it39s sovereignty but has absolutely no respect for any other countries sovereignty welcome to the world of authoritarian dictatorial governments don39t fall for this belt and road con job because there will come a point when you will regret it  never trust a government that will murder it39s own people so how do you think it will treat foreigners who don39t tow the line,2021-03-16T11:41:04Z,youtube,3,2021,0,Neutral,"['belt', 'road', 'initative', 'con', 'job', 'china', 'get', 'many', 'country', 'possible', 'become', 'economically', 'dependent', 'china', 'that39s', 'achieved', 'corruption', 'dodgy', 'deal', 'thats', 'schoolyard', 'bully', 'right', 'want', 'rear', 'ugly', 'head', 'australia', 'found', 'recently', 'happens', 'don39t', 'dictator', 'beijing', 'want', 'costing', 'billion', 'tariff', 'product', 'blocked', 'ccps', 'grand', 'plan', 'rule', 'world', 'economically', 'with', 'iron', 'fist', 'fear', 'way', 'rule', 'it39s', 'people', 'australia', 'plagued', 'chinese', 'spy39s', 'hacking', 'australian', 'business', 'government', 'department', 'mainly', 'chinese', 'hacker', 'saddled', 'poorer', 'country', 'with', 'debt', 'can39t', 'pay', 'ccp', 'tell', 'demand', 'china', 'want', 'every', 'country', 'respect', 'it39s', 'sovereignty', 'absolutely', 'no', 'respect', 'country', 'sovereignty', 'welcome', 'world', 'authoritarian', 'dictatorial', 'government', 'don39t', 'fall', 'belt', 'road', 'con', 'job', 'come', 'point', 'regret', 'never', 'trust', 'government', 'murder', 'it39s', 'people', 'think', 'treat', 'foreigner', 'don39t', 'tow', 'line']"
a road for the chinese army to travel on,2021-03-16T11:05:40Z,youtube,3,2021,0,Neutral,"['road', 'chinese', 'army', 'travel']"
if someone you dont know personaly comes to you and says  hey do you want me to fix your life wouldn39t you be abit sceptical about his intentions  money dont mean anything they can print as much as they want after all its just a peace of paper with cartoons on it,2021-03-16T09:04:02Z,youtube,3,2021,0,Neutral,"['someone', 'dont', 'know', 'personaly', 'come', 'say', 'hey', 'want', 'fix', 'life', 'wouldn39t', 'abit', 'sceptical', 'intention', 'money', 'dont', 'mean', 'anything', 'print', 'much', 'want', 'peace', 'paper', 'with', 'cartoon']"
well thats what america has been warning about since they started plans with other nations,2021-03-16T08:36:04Z,youtube,3,2021,-0.0772,Negative,"['well', 'thats', 'america', 'warning', 'since', 'started', 'plan', 'with', 'nation']"
they will force the bri on the myanmar thailand and neighbouring countries by force the thai and now myanmar junta is ccp backed and if there is no intervention by the unusquad the countries will be runned over by chinese in the years to come,2021-03-16T06:20:39Z,youtube,3,2021,-0.2732,Negative,"['force', 'bri', 'myanmar', 'thailand', 'neighbouring', 'country', 'force', 'thai', 'myanmar', 'junta', 'ccp', 'backed', 'no', 'intervention', 'unusquad', 'country', 'runned', 'chinese', 'year', 'come']"
palki is my favorite news anchor by far  anchor,2021-03-16T06:08:54Z,youtube,3,2021,0,Neutral,"['palki', 'favorite', 'news', 'anchor', 'far', 'anchor']"
i hope you have security  you never know what certain countries can do when they get negative press,2021-03-16T05:32:49Z,youtube,3,2021,0,Neutral,"['hope', 'security', 'never', 'know', 'certain', 'country', 'get', 'negative', 'press']"
you have to put yourself in the shoes of the poor country s what is the difference for them between owing the money to china or some other country,2021-03-16T05:05:29Z,youtube,3,2021,0,Neutral,"['put', 'shoe', 'poor', 'country', 'difference', 'owing', 'money', 'china', 'country']"
talk stupid don39t insult all those countries leadersif there is a choice why don39t your country does the same or too late to follow,2021-03-16T03:24:09Z,youtube,3,2021,0,Neutral,"['talk', 'stupid', 'don39t', 'insult', 'country', 'leadersif', 'choice', 'don39t', 'country', 'late', 'follow']"
china  the new empire,2021-03-16T03:13:40Z,youtube,3,2021,0,Neutral,"['china', 'new', 'empire']"
red heart thumbs up folded hands,2021-03-16T03:12:09Z,youtube,3,2021,0,Neutral,"['red', 'heart', 'thumb', 'folded', 'hand']"
i love your channel old jimmy australia,2021-03-16T02:34:20Z,youtube,3,2021,0,Neutral,"['love', 'channel', 'old', 'jimmy', 'australia']"
madam palki sharma qualifies to hold the chairmanship of upsc,2021-03-16T01:55:26Z,youtube,3,2021,0,Neutral,"['madam', 'palki', 'sharma', 'qualifies', 'hold', 'chairmanship', 'upsc']"
some one has to dominate let it be chinese this time,2021-03-16T01:14:18Z,youtube,3,2021,-0.128,Negative,"['one', 'dominate', 'let', 'chinese', 'time']"
the best reporter right unbiased and constantly neutral,2021-03-16T00:05:41Z,youtube,3,2021,0,Neutral,"['best', 'reporter', 'right', 'unbiased', 'constantly', 'neutral']"
america spend 5trillions dollars dropping bombs on numerous countries while china haven t fire a single bullet but now spending a few trillions dollars linking and developing and alleviating the people poverty what was wrong with this,2021-03-15T23:31:50Z,youtube,3,2021,-0.8834,Negative,"['america', 'spend', '5trillions', 'dollar', 'dropping', 'bomb', 'numerous', 'country', 'china', 'fire', 'single', 'bullet', 'spending', 'trillion', 'dollar', 'linking', 'developing', 'alleviating', 'people', 'poverty', 'wrong', 'with']"
don39t worry about the pot holes india is not part of the plan so watch your economy shrink and continue with the endless poverty,2021-03-15T23:21:00Z,youtube,3,2021,0,Neutral,"['don39t', 'worry', 'pot', 'hole', 'india', 'not', 'part', 'plan', 'watch', 'economy', 'shrink', 'continue', 'with', 'endless', 'poverty']"
wuhan virusbr grinning face with smiling eyes face with tears of joy rolling on the floor laughing,2021-03-15T21:23:42Z,youtube,3,2021,0,Neutral,"['wuhan', 'virusbr', 'grinning', 'face', 'with', 'smiling', 'eye', 'face', 'with', 'tear', 'joy', 'rolling', 'floor', 'laughing']"
china is a copy cat,2021-03-15T21:01:54Z,youtube,3,2021,0,Neutral,"['china', 'copy', 'cat']"
hate china hate china hate china bris that the new hinduism,2021-03-15T20:52:34Z,youtube,3,2021,-0.9022,Negative,"['hate', 'china', 'hate', 'china', 'hate', 'china', 'bris', 'new', 'hinduism']"
stupid news,2021-03-15T20:38:37Z,youtube,3,2021,0,Neutral,"['stupid', 'news']"
who si funding the channel  i know that isn39t independent,2021-03-15T20:02:56Z,youtube,3,2021,0,Neutral,"['si', 'funding', 'channel', 'know', 'isn39t', 'independent']"
unity in diversity,2021-03-15T19:52:02Z,youtube,3,2021,0,Neutral,"['unity', 'diversity']"
did she said thanks to terror attacks at a hrefhttpswwwyoutubecomwatchvrjx1iuy9d2sampt7m35s735a,2021-03-15T17:28:34Z,youtube,3,2021,0,Neutral,"['said', 'thanks', 'terror', 'attack', 'hrefhttpswwwyoutubecomwatchvrjx1iuy9d2sampt7m35s735a']"
at 516 you showing the map where you calling kazakhstan a kyrgyzstan,2021-03-15T16:57:39Z,youtube,3,2021,0,Neutral,"['516', 'showing', 'map', 'calling', 'kazakhstan', 'kyrgyzstan']"
palki  beauty and brains elegance and decency  sigh,2021-03-15T16:20:57Z,youtube,3,2021,0,Neutral,"['palki', 'beauty', 'brain', 'elegance', 'decency', 'sigh']"
